,Sequence name,Sequence length,Number of unique pitches,Max velocity,Min velocity,Avg velocity,Median velocity,Velocity std,Highest pitch,Lowest pitch,Avg pitch,Median pitch,Pitch std,Longest note (s),Shortest note (s),Avg duration (s),Median duration (s),Duration std
1899,SirajA01,1611,48,91,11,60.5,61.0,12.18,84,36,62.06,62.0,9.71,4.18,0.03,0.33,0.21,0.39
1900,SirajA02,3947,60,104,3,67.47,69.0,15.2,89,30,63.8,65.0,12.45,2.86,0.02,0.18,0.09,0.26
1901,SirajA03,6261,80,109,2,65.58,69.0,18.54,101,22,62.36,63.0,14.77,8.42,0.02,0.28,0.12,0.57
1902,SirajA04,1846,79,109,7,73.14,75.0,15.58,108,24,62.08,62.0,14.48,1.15,0.02,0.11,0.1,0.09
1903,Sladek01,1498,44,95,18,61.54,61.0,11.6,83,38,64.32,67.0,10.55,4.17,0.0,0.22,0.11,0.39
1904,Sladek03,2271,68,106,3,66.99,67.0,15.01,100,25,64.16,66.0,12.87,1.11,0.0,0.09,0.07,0.09
1905,Sladek04,4972,75,111,3,62.69,65.0,18.11,101,26,65.09,65.0,14.16,5.3,0.0,0.19,0.1,0.3
1906,Smirnov02,3164,71,119,3,61.02,61.0,16.91,105,35,73.4,73.0,14.34,4.16,0.02,0.17,0.09,0.31
1907,Smirnov03,6329,76,119,3,63.65,65.0,19.98,105,26,64.45,64.0,13.36,3.57,0.0,0.19,0.07,0.31
1908,Shamray04,4266,79,126,3,67.82,69.0,20.57,107,21,63.67,65.0,13.89,6.1,0.0,0.11,0.04,0.22
1909,Shelest01,4624,71,110,3,65.44,67.0,18.27,100,28,63.86,66.0,13.66,7.11,0.02,0.28,0.1,0.55
1910,Shen01,2086,46,91,11,60.5,62.0,11.64,89,36,67.0,67.0,8.9,1.81,0.02,0.11,0.07,0.15
1911,Shen07,4230,71,112,3,64.02,66.0,20.66,103,22,64.38,63.0,14.27,11.61,0.01,0.2,0.06,0.57
1912,ShevchenkoO06,889,65,103,5,45.61,45.0,18.02,100,27,68.61,70.0,14.0,9.1,0.02,0.53,0.13,1.15
1913,Shi05,6309,49,106,3,67.34,69.0,13.49,84,26,64.18,65.0,10.16,14.6,0.0,0.32,0.14,0.65
1914,Shilyaev02,2351,71,98,6,67.18,68.0,11.13,101,25,69.28,69.0,15.49,2.08,0.0,0.11,0.08,0.17
1915,SHYBAY01,2673,57,105,7,64.4,64.0,14.52,89,29,64.54,65.0,13.12,1.98,0.0,0.15,0.1,0.15
1916,Shybayeva06,11051,83,123,2,64.44,65.0,19.65,108,24,62.09,63.0,13.23,12.96,0.02,0.17,0.07,0.5
1917,SINKEV01,2185,46,95,6,74.63,77.0,10.33,82,36,62.46,62.0,9.1,8.23,0.03,0.33,0.08,0.75
1918,SINKEV11,5189,75,114,6,68.49,74.0,20.77,101,26,64.94,65.0,14.29,6.51,0.0,0.16,0.09,0.27
1919,Sladek02,6591,65,110,5,61.74,61.0,15.16,93,28,61.71,60.0,15.78,6.16,0.0,0.15,0.08,0.31
1920,Smirnov01,3208,61,106,3,58.84,59.0,14.4,89,28,61.6,62.0,11.91,2.54,0.0,0.18,0.06,0.31
1921,SOLOM02,1583,46,91,23,66.69,67.0,9.22,84,36,63.02,62.0,9.93,4.21,0.03,0.19,0.13,0.28
1922,SOLOM03,1471,64,94,10,61.69,63.0,13.02,97,30,65.88,67.0,13.13,2.49,0.0,0.1,0.09,0.12
1923,SOLOM04,2833,68,99,6,53.71,53.0,15.36,96,29,63.12,63.0,14.92,3.74,0.0,0.35,0.2,0.47
1924,SOLOM05,6105,77,108,6,59.45,61.0,18.7,101,24,63.57,64.0,12.94,6.46,0.0,0.23,0.14,0.39
1925,Song01,1628,48,92,15,66.29,67.0,10.88,84,36,62.04,62.0,9.7,3.11,0.0,0.24,0.16,0.3
1926,Song02,3216,76,110,5,73.92,74.0,12.84,101,24,67.86,68.0,16.47,3.53,0.0,0.12,0.08,0.19
1927,Song03,6624,64,108,3,66.36,66.0,15.0,93,29,61.61,60.0,15.75,5.96,0.0,0.16,0.08,0.33
1928,Song04,4731,83,117,3,72.18,74.0,15.01,106,21,58.98,58.0,16.19,0.47,0.0,0.06,0.05,0.03
1929,Song05,1609,52,99,7,62.38,64.0,14.28,88,32,66.18,66.0,11.46,3.57,0.02,0.19,0.11,0.24
1930,Song06,3106,85,117,3,70.95,70.0,17.54,108,21,66.62,68.0,15.21,2.7,0.0,0.12,0.09,0.12
1931,Soukhovetski01,2642,54,105,3,64.17,64.0,14.97,89,34,65.15,65.0,10.9,5.67,0.0,0.25,0.1,0.42
1932,Soukhovetski02,2321,71,106,2,68.88,70.0,11.79,101,25,69.26,69.0,15.52,2.26,0.0,0.12,0.08,0.18
1933,Soukhovetski03,4207,73,121,2,63.64,66.0,21.58,105,22,64.41,63.0,14.34,13.07,0.0,0.29,0.1,0.7
1934,Soukhovetski04,9720,78,118,3,63.73,65.0,18.33,101,24,67.86,68.0,14.61,7.18,0.0,0.18,0.08,0.34
1935,Soukhovetski05,4272,74,118,3,64.82,67.0,20.58,103,22,64.53,63.0,14.38,12.07,0.0,0.27,0.09,0.61
1936,Soukhovetski06,8873,83,123,2,66.45,67.0,19.99,104,21,61.44,62.0,14.38,6.87,0.0,0.26,0.12,0.39
1937,Soukhovetski08,18443,76,121,2,69.49,73.0,19.69,100,24,62.53,63.0,13.2,11.69,0.0,0.19,0.09,0.35
1938,Stahievitch01,1649,52,108,8,52.26,49.0,17.63,90,32,60.24,60.0,11.06,5.98,0.03,0.58,0.32,0.76
1939,Stahievitch02,2821,45,111,3,67.41,68.0,15.54,88,38,66.99,69.0,12.35,0.67,0.01,0.07,0.06,0.06
1940,Stahievitch03,1418,74,102,3,72.36,74.0,12.36,101,24,69.49,71.0,17.03,3.65,0.01,0.18,0.08,0.41
1941,Stahievitch04,4853,73,112,3,69.68,71.0,14.99,99,25,62.5,64.0,12.47,4.06,0.02,0.2,0.11,0.25
1942,Staupe01,1477,37,94,4,64.31,65.0,10.48,83,38,67.16,69.0,8.15,2.11,0.02,0.09,0.06,0.14
1943,Staupe02,2136,66,116,1,74.59,76.0,15.72,92,24,57.55,55.0,14.74,2.83,0.0,0.14,0.08,0.24
1944,Staupe03,3525,55,101,3,64.65,67.0,14.89,88,30,67.86,69.0,11.17,2.26,0.0,0.12,0.06,0.16
1945,Staupe05,4926,75,116,3,63.55,64.0,19.83,100,22,67.62,68.0,12.74,5.1,0.0,0.17,0.09,0.23
1946,Staupe06,1427,60,101,3,49.84,48.0,18.62,97,32,65.14,64.0,11.5,7.4,0.02,0.42,0.22,0.67
1947,Staupe07,1784,40,103,11,66.78,68.0,13.73,91,38,68.99,71.0,8.94,0.96,0.0,0.06,0.05,0.07
1948,Staupe08,1587,49,90,2,52.45,51.0,16.12,91,30,66.01,67.0,11.15,3.57,0.02,0.35,0.26,0.32
1949,Staupe09,1469,38,96,15,63.88,65.0,12.23,83,31,67.1,68.0,8.18,2.05,0.0,0.08,0.05,0.14
1950,Staupe10,8121,57,99,3,59.77,62.0,15.84,88,30,67.87,69.0,10.75,4.08,0.0,0.15,0.07,0.24
1951,Staupe11,3361,85,120,3,73.71,75.0,17.92,108,23,66.03,67.0,15.72,1.02,0.0,0.08,0.06,0.07
1952,SUDBIN01,2129,54,97,7,63.8,66.0,16.42,88,23,66.53,68.0,10.54,7.17,0.03,0.24,0.14,0.38
1953,SUDBIN02,4299,79,112,6,71.05,73.0,17.97,104,24,64.69,64.0,16.19,2.8,0.0,0.11,0.07,0.14
1954,SUDBIN03,7466,87,112,6,62.92,64.0,19.19,107,21,62.41,63.0,17.82,5.67,0.0,0.12,0.06,0.32
1955,Sun01,2880,68,100,2,57.69,58.0,14.69,96,29,63.23,63.0,14.76,4.27,0.03,0.33,0.19,0.46
1956,Sun02,1967,61,104,3,65.76,66.0,14.95,97,29,63.52,64.0,11.85,8.59,0.0,0.24,0.18,0.37
1957,Sun03,4967,61,99,3,57.17,56.0,16.51,92,29,59.35,58.0,11.25,8.13,0.0,0.26,0.13,0.48
1958,SunD01,1799,44,97,19,69.75,70.0,11.06,83,37,64.11,66.0,10.69,2.67,0.03,0.27,0.2,0.24
1959,SunD02,2113,58,116,8,66.75,65.0,18.4,90,31,61.35,60.0,12.02,1.91,0.0,0.19,0.11,0.21
1960,SunD04,6111,78,115,3,71.43,74.0,18.23,101,24,65.12,65.0,14.51,4.39,0.0,0.15,0.07,0.27
1961,SunY01,2242,45,100,22,67.07,67.0,11.19,84,37,64.25,65.0,10.14,2.61,0.02,0.13,0.1,0.17
1962,SunY02,6604,64,114,3,66.94,66.0,16.94,93,29,61.63,60.0,15.76,7.32,0.02,0.16,0.08,0.34
1963,SunY03,1386,73,108,3,77.64,80.0,13.33,101,24,69.31,71.0,17.07,2.99,0.02,0.2,0.09,0.39
1964,SunY04,8278,66,114,3,67.35,67.0,17.69,93,28,60.88,61.0,12.57,6.97,0.01,0.16,0.08,0.27
1965,SunY05,2343,66,114,3,64.56,63.0,19.07,93,28,62.32,64.0,13.71,6.97,0.02,0.27,0.13,0.42
1966,SunY06,1319,47,107,7,60.02,59.0,16.25,90,33,61.23,62.0,10.63,0.88,0.02,0.16,0.09,0.17
1967,SunY08,5389,72,106,3,58.54,57.0,17.17,101,29,63.97,62.0,13.18,5.55,0.02,0.24,0.15,0.37
1968,SunY09,7299,68,118,3,68.21,70.0,19.22,96,29,62.88,64.0,14.94,2.9,0.01,0.16,0.1,0.23
1969,SunY10,15840,75,126,3,72.24,75.0,21.12,101,27,63.36,63.0,14.9,10.93,0.01,0.16,0.08,0.3
1970,Sychev01,6581,64,102,3,60.62,60.0,14.11,93,29,61.68,60.0,15.75,8.38,0.0,0.16,0.07,0.36
1971,Sychev02,9038,80,112,1,64.09,65.0,17.97,103,23,65.63,66.0,14.07,5.35,0.0,0.13,0.06,0.21
1972,Sychev03,4121,75,121,2,67.95,68.0,15.84,102,27,76.77,78.0,16.06,1.23,0.0,0.05,0.04,0.06
1973,Tan02,4397,78,114,3,64.18,65.0,21.38,101,24,63.62,63.0,14.55,5.57,0.0,0.21,0.11,0.35
1974,Tan03,3330,77,115,2,71.07,72.0,17.05,101,24,68.07,69.0,16.55,4.99,0.0,0.11,0.09,0.18
1975,TanakaM01,6393,50,98,3,62.34,64.0,14.38,84,33,64.41,67.0,10.77,7.18,0.0,0.23,0.13,0.33
1976,TanakaM02,2486,47,94,3,63.97,65.0,13.26,84,34,65.31,67.0,9.79,1.86,0.02,0.17,0.12,0.18
1977,TanakaM03,1171,42,82,10,49.96,51.0,14.05,84,33,65.13,67.0,11.0,7.18,0.03,0.58,0.43,0.57
1978,TanakaM04,2736,49,98,3,66.16,66.0,12.5,84,33,63.28,65.0,11.39,2.15,0.0,0.15,0.11,0.17
1979,TanakaM05,8723,70,104,3,58.49,60.0,18.07,97,27,62.93,64.0,14.77,6.12,0.0,0.33,0.18,0.46
1980,TanakaM06,1504,68,104,4,60.51,60.0,17.51,95,27,65.91,66.0,15.07,5.02,0.03,0.39,0.28,0.46
1981,TanakaM08,5804,66,104,3,56.35,58.0,18.1,97,30,62.41,63.0,14.54,6.12,0.0,0.35,0.18,0.5
1982,TanakaM09,5662,60,104,2,65.89,67.0,15.23,89,29,62.64,61.0,12.89,1.4,0.0,0.11,0.06,0.13
1983,TanakaM10,4472,69,109,2,61.58,63.0,20.54,95,26,60.59,58.0,13.48,5.31,0.0,0.42,0.21,0.67
1984,TanakaM11,9584,79,107,1,63.38,66.0,18.46,101,23,62.07,62.0,13.51,5.4,0.0,0.21,0.07,0.41
1985,Tang01,2941,68,107,3,55.54,55.0,15.62,96,29,62.82,63.0,14.87,3.63,0.0,0.32,0.18,0.42
1986,Tang02,4537,81,111,3,51.71,51.0,16.23,105,23,71.22,73.0,12.51,6.58,0.0,0.16,0.09,0.29
1987,Tang03,3218,76,114,3,76.25,77.0,14.21,101,24,67.9,68.0,16.43,4.31,0.0,0.12,0.08,0.2
1988,Tario02,1671,62,102,3,68.59,71.0,14.14,99,30,71.53,73.0,14.67,3.03,0.0,0.11,0.08,0.2
1989,Tario03,5814,78,118,3,68.54,70.0,18.5,103,21,63.53,64.0,13.74,7.68,0.0,0.16,0.09,0.29
1990,Tario04,1824,44,94,3,61.94,62.0,12.72,83,38,64.79,67.0,10.56,10.65,0.0,0.25,0.11,0.72
1991,Tario05,3795,52,107,3,65.21,66.0,14.72,89,33,68.15,69.0,10.98,2.38,0.0,0.12,0.08,0.14
1992,Tario06,3097,71,110,2,68.81,70.0,15.31,103,30,71.19,73.0,15.8,0.87,0.0,0.07,0.05,0.06
1993,Tario07,1728,47,86,3,51.35,52.0,14.24,101,32,72.96,75.0,12.77,11.07,0.02,0.36,0.14,0.7
1994,Tario08,5460,78,122,2,66.56,68.0,19.89,103,21,63.54,64.0,13.96,8.13,0.0,0.13,0.07,0.25
1995,Taverna01,4971,59,108,2,66.64,69.0,18.33,89,29,61.92,62.0,12.42,20.65,0.0,0.24,0.08,0.69
1996,Tak02,2352,72,108,5,68.12,69.0,13.11,101,25,69.36,69.0,15.54,2.41,0.0,0.11,0.08,0.18
1997,Tak03,5476,88,121,3,70.24,72.0,20.56,108,21,66.2,67.0,17.32,8.2,0.0,0.13,0.06,0.32
1998,Tak04,5403,78,113,2,69.16,70.0,19.44,103,25,72.0,72.0,16.95,6.23,0.0,0.14,0.06,0.37
1999,Tak05,5820,62,107,5,66.14,68.0,15.46,91,28,65.48,67.0,12.55,6.13,0.0,0.18,0.1,0.3
2000,Tak06,13316,78,118,1,71.02,73.0,20.4,102,25,65.25,66.0,15.14,8.0,0.0,0.21,0.08,0.4
2001,Tak07,7270,83,111,2,56.45,55.0,19.17,106,22,67.04,66.0,13.74,9.15,0.0,0.28,0.09,0.56
2002,Tak08,5481,87,121,2,71.2,74.0,21.07,108,21,66.64,68.0,17.12,7.86,0.0,0.13,0.06,0.32
2003,Tak09,1963,74,106,3,60.76,61.0,19.09,103,28,67.08,66.0,14.14,9.62,0.0,0.4,0.22,0.68
2004,Tak10,5464,80,119,2,70.3,72.0,19.53,105,24,71.95,72.0,16.84,5.12,0.0,0.13,0.05,0.31
2005,Taverna03,17874,81,125,1,73.25,75.0,19.92,107,24,69.26,69.0,13.43,7.44,0.0,0.09,0.05,0.2
2006,Taverna04,12299,62,117,3,66.26,68.0,16.62,89,27,63.47,65.0,13.09,11.4,0.0,0.23,0.09,0.51
2007,Taverna05,5966,78,108,3,60.81,62.0,18.18,101,24,64.07,64.0,13.24,6.76,0.0,0.23,0.1,0.39
2008,Taverna06,11083,82,117,1,69.58,71.0,17.16,104,23,64.94,65.0,16.39,5.28,0.0,0.07,0.05,0.12
2009,Taverna07,2151,80,126,3,70.87,73.0,21.64,108,28,69.46,70.0,14.63,2.88,0.0,0.11,0.06,0.18
2010,Taverna08,4062,88,126,1,77.55,80.0,20.69,108,21,73.01,73.0,20.65,6.46,0.0,0.15,0.07,0.36
2011,Taverna09,17255,82,126,2,71.46,73.0,20.25,107,24,69.18,69.0,13.5,6.54,0.0,0.09,0.05,0.18
2012,Song07,7886,81,116,2,68.03,68.0,21.39,105,23,66.18,68.0,15.81,2.67,0.0,0.12,0.06,0.21
2013,Soukhovetski07,9719,78,115,2,65.16,66.0,17.7,101,24,67.84,68.0,14.63,7.72,0.0,0.16,0.08,0.3
2014,Staupe04,6471,77,126,2,68.74,70.0,21.44,97,21,63.73,65.0,13.74,5.29,0.0,0.14,0.07,0.21
2015,Staupe12,15172,83,126,1,65.36,68.0,21.58,105,21,63.41,64.0,13.86,5.65,0.0,0.16,0.07,0.27
2016,SunD03,3274,70,111,3,70.2,71.5,15.98,104,35,74.27,74.0,14.3,4.22,0.0,0.15,0.09,0.29
2017,SunY07,4616,62,114,3,70.86,70.0,16.43,90,29,60.05,61.0,12.4,3.2,0.01,0.1,0.06,0.13
2018,Tak01,3495,60,102,3,63.07,65.0,15.42,89,29,66.24,67.0,11.6,2.46,0.02,0.13,0.08,0.2
2019,Tan01,6095,62,116,3,69.21,71.0,18.89,91,29,64.38,65.0,12.05,8.59,0.0,0.22,0.08,0.49
2020,TanakaM07,1415,68,104,4,65.07,65.0,16.64,95,28,61.93,63.0,14.99,1.69,0.0,0.2,0.11,0.2
2021,Tario01,3834,53,99,3,66.51,68.0,13.18,89,33,68.17,69.0,11.0,2.58,0.0,0.13,0.09,0.15
2022,Teo10,7284,70,121,2,65.54,68.0,18.3,96,24,62.86,64.0,14.94,2.79,0.0,0.16,0.09,0.23
2023,Teo11,1716,47,85,10,50.16,51.0,12.56,101,32,72.93,75.0,12.84,3.5,0.02,0.37,0.18,0.47
2024,Teo12,11875,80,120,2,69.57,71.0,18.52,105,24,70.14,69.0,16.46,2.46,0.0,0.1,0.06,0.17
2025,Terenkova01,2266,53,91,3,55.57,56.0,14.51,89,31,68.08,68.0,9.46,6.87,0.02,0.29,0.14,0.48
2026,Terenkova02,1409,74,95,4,70.01,72.0,11.55,101,24,69.26,71.0,16.97,3.16,0.0,0.18,0.07,0.42
2027,Terenkova03,1626,39,93,3,44.91,42.0,16.71,88,40,62.15,62.0,9.52,12.4,0.02,0.39,0.25,0.75
2028,Terenkova04,10257,82,108,3,61.78,64.0,17.9,105,23,66.53,68.0,16.01,4.58,0.0,0.14,0.07,0.22
2029,TET02,7892,86,122,6,69.41,71.0,19.81,106,21,64.98,66.0,14.41,4.88,0.0,0.14,0.06,0.32
2030,TET03,4203,76,119,6,72.48,74.0,16.73,104,27,76.84,78.0,15.97,3.13,0.0,0.07,0.05,0.14
2031,Tetzloff01,6576,64,116,2,63.48,63.0,17.12,93,29,61.63,60.0,15.75,9.22,0.0,0.16,0.07,0.44
2032,Tetzloff02,2264,71,114,4,65.68,67.0,13.81,101,25,69.27,69.0,15.61,2.15,0.0,0.11,0.07,0.16
2033,Tetzloff03,4954,77,120,3,70.4,73.0,22.31,99,22,54.82,56.0,17.38,10.85,0.0,0.26,0.08,0.53
2034,Tetzloff04,2378,48,105,9,68.67,69.0,11.15,84,36,62.39,64.0,11.04,10.87,0.02,0.14,0.09,0.35
2035,Tetzloff05,6536,64,115,3,64.15,64.0,16.69,93,29,61.75,60.0,15.7,7.98,0.0,0.16,0.07,0.37
2036,Tetzloff06,4055,75,113,3,65.0,69.0,21.9,100,26,62.15,62.0,13.94,9.68,0.0,0.24,0.1,0.53
2037,Teo01,3069,48,101,4,70.8,71.0,11.16,84,36,63.22,64.0,9.82,4.87,0.0,0.19,0.11,0.33
2038,Teo02,6241,69,117,3,67.14,67.0,17.53,96,28,62.11,63.0,15.81,2.84,0.0,0.16,0.09,0.25
2039,Teo03,4145,81,123,3,63.22,64.0,20.21,108,21,63.77,65.0,14.37,3.34,0.0,0.11,0.06,0.21
2040,Teo04,1934,70,113,3,72.66,73.0,14.86,100,24,58.3,59.0,13.17,0.85,0.0,0.08,0.06,0.08
2041,Teo05,4453,84,124,2,71.88,73.0,18.31,108,21,58.22,56.0,16.58,0.41,0.0,0.07,0.05,0.04
2042,Teo06,4850,61,106,3,56.15,54.0,18.7,92,29,59.51,59.0,11.24,5.89,0.0,0.24,0.11,0.39
2043,Teo07,2180,64,98,5,48.35,44.0,16.52,102,29,61.26,61.0,11.23,2.34,0.03,0.24,0.14,0.27
2044,Teo08,9625,87,122,2,69.84,71.0,19.17,107,21,65.0,65.0,13.85,7.34,0.0,0.15,0.07,0.33
2045,Tetzloff08,8491,83,123,3,69.51,71.0,20.64,104,21,60.4,61.0,13.4,6.57,0.0,0.12,0.05,0.31
2046,Tetzloff09,1034,38,101,3,55.88,57.0,16.54,82,37,64.46,67.0,9.56,2.85,0.02,0.13,0.06,0.22
2047,Tetzloff10,2168,67,102,3,58.51,59.0,17.93,101,27,63.77,63.0,12.28,3.78,0.0,0.19,0.09,0.35
2048,Tetzloff11,4906,77,118,2,68.65,71.0,21.5,99,22,54.59,56.0,17.47,11.44,0.0,0.25,0.08,0.49
2049,ToA01,1918,47,95,3,60.61,60.0,11.98,84,36,61.76,62.0,9.67,24.18,0.01,0.51,0.29,0.8
2050,ToA02,6575,64,108,3,64.73,65.0,14.14,93,29,61.58,60.0,15.74,6.29,0.01,0.16,0.08,0.33
2051,ToA03,3889,88,126,3,75.66,76.0,19.12,108,21,72.11,72.0,20.17,5.73,0.02,0.14,0.09,0.31
2052,ToA05,7515,74,114,3,68.25,69.0,15.89,101,26,61.25,62.0,11.19,5.78,0.0,0.19,0.08,0.35
2053,ToA06,4552,72,114,3,68.58,69.0,15.75,101,29,67.93,67.0,14.72,3.7,0.02,0.15,0.07,0.34
2054,ToA07,2128,66,102,6,56.14,55.0,14.92,101,30,65.75,68.0,11.48,5.88,0.03,0.49,0.31,0.66
2055,ToA08,7650,81,120,3,70.05,71.0,19.24,105,21,69.78,69.0,16.36,3.59,0.01,0.11,0.06,0.2
2056,TOIVIO02,1408,60,82,7,53.6,56.0,12.52,96,28,70.83,74.0,12.9,6.63,0.0,0.1,0.06,0.37
2057,TOIVIO03,15155,81,111,6,62.4,64.0,16.32,105,23,65.79,66.0,16.32,5.06,0.0,0.12,0.07,0.21
2058,TongB01,1367,48,86,8,57.59,57.0,10.87,83,36,61.43,62.0,9.69,12.38,0.03,0.51,0.35,0.59
2059,TongB02,1937,55,96,3,50.63,50.0,15.86,92,32,63.23,65.0,11.77,3.11,0.03,0.14,0.11,0.15
2060,TongB03,6605,65,115,3,65.43,65.0,16.08,93,29,61.72,60.0,15.77,8.6,0.01,0.17,0.08,0.38
2061,TongB04,5864,78,124,3,68.98,71.0,19.18,103,24,64.82,64.0,14.51,4.6,0.01,0.18,0.09,0.33
2062,Toscano01,6546,80,114,2,65.93,69.0,18.62,101,22,62.21,63.0,14.73,6.68,0.0,0.24,0.1,0.42
2063,Toscano02,1455,63,103,3,61.58,63.0,15.51,97,30,65.81,66.0,13.19,2.1,0.0,0.09,0.06,0.11
2064,Toscano03,3490,60,105,5,63.12,63.0,15.79,89,29,66.19,67.0,11.62,2.43,0.0,0.13,0.08,0.19
2065,Toscano04,3741,87,107,3,67.46,69.0,16.64,108,21,68.78,69.0,18.99,3.92,0.0,0.07,0.05,0.14
2066,Tran02,4435,76,122,2,73.54,76.0,20.75,104,28,65.39,64.0,16.45,2.11,0.0,0.12,0.08,0.13
2067,Tran03,5581,77,118,3,67.36,70.0,20.84,103,21,63.32,64.0,13.88,6.43,0.0,0.14,0.07,0.27
2068,Travinskyy01,3348,61,102,3,63.21,65.0,14.23,89,29,68.09,70.0,11.87,3.57,0.0,0.22,0.12,0.3
2069,Travinskyy02,6173,74,106,2,58.41,61.0,19.65,102,26,63.73,63.0,12.0,4.27,0.0,0.2,0.14,0.26
2070,Travinskyy03,7164,83,115,2,72.8,77.0,19.04,106,24,64.38,64.0,15.86,5.98,0.0,0.1,0.06,0.2
2071,Tsianos02,3955,60,104,5,65.18,66.0,14.38,89,30,63.78,64.0,12.46,3.99,0.0,0.15,0.06,0.26
2072,Tsianos03,1751,66,104,3,62.98,62.0,21.89,95,27,62.24,63.0,13.15,6.15,0.0,0.31,0.15,0.46
2073,TuanS01,2353,49,104,10,69.41,70.0,11.44,84,36,62.27,64.0,11.04,9.56,0.01,0.18,0.13,0.4
2074,TuanS02,2831,61,124,3,67.71,68.0,16.37,89,29,61.21,61.0,12.04,10.0,0.02,0.27,0.09,0.8
2075,TuanS03,1592,59,109,10,62.04,61.5,21.55,88,25,57.1,56.0,13.33,11.19,0.01,0.41,0.22,0.82
2076,TuanS04,1978,56,99,3,50.73,50.0,15.47,92,32,63.29,65.0,11.69,6.12,0.02,0.12,0.09,0.23
2077,TuanS05,5821,78,117,3,67.52,69.0,18.55,101,24,65.06,65.0,14.58,3.78,0.01,0.2,0.1,0.32
2078,TuanS06,2973,47,100,16,67.19,69.0,13.42,84,36,65.45,67.0,9.34,8.44,0.01,0.38,0.14,0.71
2079,TuanS07,685,35,91,16,59.22,62.0,14.9,84,45,69.32,71.0,8.68,7.46,0.02,0.66,0.4,0.86
2080,TuanS08,774,40,91,23,69.18,70.0,10.78,84,36,64.71,67.0,10.24,0.68,0.03,0.1,0.09,0.08
2081,TuanS10,1189,43,100,16,71.37,73.0,12.01,84,36,64.18,65.0,8.74,4.86,0.01,0.27,0.16,0.39
2082,TuanS11,4830,61,106,2,59.53,58.0,18.26,92,29,59.55,59.0,11.31,9.17,0.02,0.26,0.11,0.47
2083,TuanS12,7348,68,111,3,66.38,69.0,18.68,96,29,63.0,64.0,14.97,3.93,0.0,0.17,0.1,0.25
2084,TuanS13,6178,77,109,3,62.33,62.0,18.17,100,22,61.27,63.0,13.72,7.11,0.02,0.21,0.11,0.31
2085,TuanS14,3051,76,109,3,60.04,59.0,18.45,100,22,62.57,64.0,14.09,7.11,0.02,0.29,0.15,0.39
2086,TuanS15,3127,69,106,3,64.57,65.0,17.61,95,23,59.99,62.0,13.22,2.19,0.02,0.14,0.09,0.18
2087,Tuncali01,3988,62,116,3,64.1,64.0,18.64,89,28,61.72,62.0,12.21,8.61,0.0,0.19,0.07,0.61
2088,Taverna10,19483,74,115,3,61.34,62.0,19.16,98,24,62.36,63.0,12.73,5.69,0.0,0.18,0.1,0.24
2089,Teo09,4855,59,115,6,70.5,71.0,14.24,84,21,61.48,64.0,11.36,6.73,0.0,0.25,0.19,0.34
2090,TET01,2501,57,107,9,64.51,65.0,15.77,89,30,64.56,65.0,10.86,1.69,0.0,0.17,0.1,0.19
2091,Tetzloff07,2239,72,108,3,63.67,65.0,14.36,101,25,69.06,69.0,15.71,1.92,0.0,0.1,0.07,0.15
2092,ToA04,5949,77,112,3,65.54,66.0,16.25,101,24,64.07,64.0,13.31,5.57,0.02,0.22,0.1,0.34
2093,TOIVIO01,1499,68,97,7,55.17,55.0,16.11,95,27,66.06,66.0,15.04,8.22,0.01,0.41,0.26,0.68
2094,Tran01,6408,68,126,3,65.29,65.0,19.71,96,29,61.98,63.0,15.86,8.66,0.0,0.17,0.09,0.32
2095,Tsianos01,4543,48,104,6,68.17,68.0,11.23,84,37,63.14,64.0,10.34,13.01,0.0,0.18,0.1,0.41
2096,Tsianos04,6104,80,117,2,69.8,72.0,17.6,108,24,64.33,63.0,15.92,4.21,0.0,0.07,0.05,0.15
2097,TuanS09,325,31,95,26,63.91,65.0,12.56,81,43,63.7,64.0,8.23,8.44,0.05,0.87,0.24,1.37
2098,Tuncali03,4020,77,115,2,64.69,67.0,21.76,103,22,61.7,63.0,13.53,9.39,0.0,0.14,0.08,0.3
2099,Tysman01,2228,60,104,8,61.91,63.0,17.83,89,29,64.2,65.0,12.03,3.06,0.0,0.18,0.11,0.23
2100,Tysman02,1385,74,112,3,76.37,77.0,13.13,101,24,68.95,71.0,17.42,3.31,0.0,0.19,0.07,0.46
2101,Tysman03,9681,85,124,2,67.89,70.0,20.42,105,21,62.94,63.0,16.71,3.31,0.0,0.11,0.06,0.16
2102,Tysman04,6919,72,116,3,58.89,60.0,21.16,98,24,61.1,62.0,11.66,17.92,0.0,0.3,0.09,0.83
2103,Tysman05,5752,63,113,3,58.55,58.0,18.95,90,28,61.33,61.0,11.91,6.47,0.0,0.26,0.1,0.41
2104,Tysman06,4403,72,116,3,57.59,57.0,20.84,97,23,64.51,65.0,16.1,7.85,0.0,0.22,0.09,0.41
2105,Tysman08,19001,79,119,2,59.45,61.0,23.01,103,24,60.85,61.0,12.61,15.13,0.0,0.27,0.08,0.69
2106,Tysman09,16959,73,119,2,61.68,61.0,20.76,101,26,60.45,59.0,13.3,10.01,0.0,0.17,0.07,0.37
2107,UENO01,2093,47,90,19,64.15,66.0,11.65,89,38,68.97,69.0,9.49,1.49,0.02,0.19,0.1,0.22
2108,UENO02,1443,49,91,6,60.7,62.0,14.4,88,36,62.44,63.0,11.42,4.75,0.0,0.12,0.05,0.39
